Course Title,Labels,Details
Confessions of an ex procrastinator,"['Personal Development,Motivation,Procrastination']","['Beat procrastination by applying a whole set of strategies,Understand the subconscious drivers behind procrastination by exploring a groundbreaking psychological model,Explore the different types of procrastination and identify your own type,Create the right conditions, both internally and externally, to have your brain operate in optimal conditions and avoid the procrastination pitfall.']"
"The Confidence, Assertiveness and Emotional IQ Masterclass","['Personal Development,Self Esteem & Confidence,Confidence']","['An easy-to-follow roadmap to becoming more self-aware.,The way your mind processes and retrieves new information.,How to change negative thought patterns that harm self-esteem.,How to define your identity in an autonomous and powerful way.,A broad range of popular modern applied psychology principles.,A process for evaluating your attitude and behavior honestly.,A practical framework for powerful thinking and assertiveness.,A time-proven strategy for tackling common everyday problems.,How to make intelligent decisions that align with your priorities.,And much, much more.']"
Excel Deep Dive: Pivot Tables Workshop,"['Office Productivity,Microsoft,Pivot Tables']","['Master Excel Pivot Tables,Learn to Harness these skills to get a raise,Solve World Hunger']"
"Succeed, Influence and Inspire as a Woman in Leadership","['Personal Development,Leadership,Leadership']","['Develop a progressive work environment,Earn the respect of those you lead,Handle and manage the stereotypes around women in leadership positions,Manage negativity and bias by replacing them with positive perceptions']"
AMERICAN ENGLISH PRONUNCIATION: Accent Reduction Made Easy,"['Personal Development,Career Development,Accent Reduction']","['Speak American English clearly and confidently,Have a deeper knowledge of the American rhythm,How to speak American English dynamically and with intention,How to master the American Accent']"
Smart Tips: Wellness,"['Personal Development,Happiness,Health']","[""A greater appreciation of yourself and life's details from training attention,Enhanced physical well-being through applicable exercise, diet and sleep techniques,Emotional resilience and how to manage through crisis,The secret to healthy relationships,How to foster an abundance mindset to take control of your finances.""]"
Future Skills 2030-Prepare for the 4th Industrial Revolution,"['Personal Development,Career Development,Career Development']","['Students will gain a very good overview of the key technologies impacting on all our lives, now and into the future,Other forces of change are also discussed such as Globalisation, Climate Change, Population Growth and the global COVID-19 pandemic,Students will understand the key hard and soft skills needed to prepare for the future of work and how to up-skill and re-skill,Students interested in career change will learn which types of jobs are in and which type of jobs are out over the coming years to 2025 and beyond,Apart from jobs the course examines the need for you to become more entrepreneurial and diversify your livelihood,Students will be able to advise others such as their own children on the skills and careers of the future as we look towards 2030,The course also looks at how the COVID-19 global pandemic has impacted the future of work']"
Personal Branding Mastery: The System To Reinvent Yourself!,"['Personal Development,Personal Brand Building,Personal Branding']","[""#1 Best Selling PERSONAL BRANDING Course for High Achievers on Udemy!,Follow Silviu's proven 4-step process for “REVERSE-ENGINEERING AUTHORITY” (and discover why it has nothing to do with “fake it until you make it”).,Discover your “AUTHORITY AMPLIFIERS” to create your brand’s mission, vision, and values… and how to position them in your messaging to build a long-term connection with your audience.,Discover the key concepts of branding and positioning (and why the vast majority of people get it WRONG).,Find out how to create your brand’s “voice” so that you can upgrade it without losing your identity (HINT: this is KEY).,How to create a powerful personal branding vision for your life and business,How to skyrocket your credibility and become more visible at work and in your social circle,How to be fully engaged and manage your energy more skillfully,How to position yourself as an industry EXPERT,How to define what differentiates you from the other individuals around you""]"
Growth mindset : The complete guide,"['Personal Development,Personal Transformation,Growth Mindset']","['Discover the basics of Growth Mindset,Get rid of the limiting beliefs about your abilities,Learn strategies to develop your skills,Learn how to turn your failures into opportunities,Find out what is blocking you in your professional development today,Become a better leader thanks to the principles of Growth Mindset,And much more']"
Roadmap to Leadership,"['Personal Development,Leadership,Leadership']","[""Identify 7 leadership styles,Determine your leadership style(s),Assess your team's level of readiness for achieving goals and how to adjust your leadership style,How to manage expectations and conflict,How to be a lateral leader""]"
Advanced Certificate in Life Coaching (Skills and Practice),"['Personal Development,Career Development,Life Coach Training']","[""Improve your people skills and develop a greater sense of social awareness.,How to make difficult decisions (or how to help others make difficult decisions).,Expand your client's emotional IQ to solve problems and spark their creativity.,Facilitate change by helping people to break their molds of unhelpful behavior.,Establish rapport with others by communicating in a way that establishes trust.,Develop the self-awareness integral to the improvement of social effectiveness.,How to identify and address troublesome beliefs, attitudes and behavior habits.,How to help clients solve their problems and identify new growth opportunities.,A coaching method that inspires change rather than just imparting information.,And much, much more.""]"
30 Day Challenge to a More Productive and Much Happier You!,"['Personal Development,Personal Productivity,Personal Productivity']","['Be more productive and happy as a result of learning the best time management skills so that you can always make time for exercise/health, family/friends, more education and to take that chance and be your own boss so you can live life on your terms.,Be more productive and happy as a result of finding your professional passion.,Be more productive and happy as a result of understanding where the gaps are in your education and how to easily plug/fix/address them.,Be more productive and happy as a result of having unstoppable confidence (achieve literally any goals).,Be more productive and happy as a result of eliminating distractions.,Be more productive and happy as a result of optimizing your daily commute.,Be more productive and happy as a result of materially improving your health.,Be more productive and happy as a result of eliminating your worries.,Be more productive and happy as a result of realizing that all you need is what you have.,Be more productive and happy as a result of understanding that crisis means opportunity.,Be more productive and happy as a result of not allowing stressful situations (or difficult people) get to you.,Be more productive and happy as a result of understanding the importance of giving (which leads to receiving down the road).,Be more productive and happy as a result of understanding how to change your state of mind.,Be more productive and happy as a result of understanding gratitude.,Be more productive and happy as a result of eliminating things from our lives that impede our peak performance.,Be more productive and happy as a result of understanding when and why to take your breaks.,Be more productive and happy as a result of understanding why you might need to change your peer group.,Be more productive and happy as a result of relaxation and meditation.,Be more productive and happy as a result of understanding the best way to deal with abrasive people at work and anywhere else.,Be more productive and happy as a result of understanding how and when to achieve all of your dreams/goals with no limits (except the limits that you set for yourself).,Be more productive and happy as a result of having a better sense of ""why"" instead of just how to achieve your goals.,Be more productive and happy as a result of knowing how crucial it is to take action now and to stop procrastinating.,Show less']"
The Story Course - Storytelling Masterclass,"['Personal Development,Creativity,Storytelling']","['Create great stories using proven storytelling techniques,Know the storytelling fundamentals that make stories flow and function,Understand how to create impactful and emotional stories,Discover the psychology behind why certain narrative storytelling techniques work,Develop storytelling skills that can be applied to promote and enhance many areas of activity']"
Leadership: Essentials for Career Development,"['Personal Development,Leadership,Leadership']",['You will learn the skill sets necessary to lead at all levels and excel in your career.']
How to Use Leadership Styles Effectively: Matched Leadership,"['Personal Development,Leadership,Leadership']","['Lead more effectively by matching your leadership style to the competence of your follower,Understand the four different competence levels and how they affect your leadership,Understand the need for four different leadership styles and how to use them effectively,Free up their time by leading each team member or follower they way they need to be led to achieve their full potential,Increase the motivation of your team members']"
"Accelerate Ideas and Innovation, a Research based Guide !","['Personal Development,Leadership,Innovation']","['Get deeper insights into the Psychology and Neuroscience, behind Ideas, Innovation, Creativity and Expertise,Learn about what you can you do, as employees, colleagues, Supervisors, Leaders, team-members and family members, to generate more, and better ideas,Learn about what makes for creative and innovative environments, that encourage and accelerate new ideas.,Understand how you can become an Expert, or Master, at what you do, thereby improving your Ideas, Innovation and Success']"
Influencing Others Positively at Work and in Life,"['Personal Development,Influence,Influence Skills']","['Learn to influence others for a positive change,Learn effective influence strategies']"
Inspirational Leadership Skills,"['Personal Development,Leadership,Leadership']","[""How to be a truly Inspirational Leader,Mastering communication with all level of your team,How to motivate teams and personalise your approach,Handling difficult people and situations,Discovering what goes on when you're not around,Being a great listener,Key academic theories made practical,Why you must do coaching and appraisals,Creating the perfect balance of delegating and monitoring,Building confidence and skills into your employees,And lots lots more!,Show less""]"
Anger Management Techniques That Actually Work,"['Personal Development,Stress Management,Anger Management']","['UNDERSTAND What Anger Is & Why You Get Angry,DISCOVER Your Dominant Anger Type,CATCH Your Anger Flames Early Before They Turn into a Bonfire of Problems,FIND the Source of Your Anger & Uproot It at The Core,USE Breathing Exercises to Cool off Quickly When You Start to Get Hot,AVOID Anger by Consciously Cultivating Healthy, Useful States of Consciousness,INCREASE Your Emotional Awareness to Drastically Reduce Your Anger & Heal Your Negative Emotions,FOLLOW a Practical Plan for Applying Everything in Your Everyday Life,SPOT Your Anger Patterns Quickly,MAINTAIN Composure and Perspective When Dealing with Your Anger,CREATE States of Deep Relaxation At Will,Show less']"
The Daily Journal - Habit of Successful People,"['Personal Development,Personal Transformation,Journaling']","[""Learn the wisdom and power of keeping a journal for growth (World's #1 Journal Keeping Course),Practical worksheet and templates to get you started with journaling,Proven and consistent way for personal growth (see examples of Einstein, Edison, and more),Organize and plan each day with a journal for productivity""]"
Powerful Social Media Marketing For Beginners,"['Personal Development,Career Development,Social Media Management']","['Understand your own purpose within your career as a social media marketing professional,Create compelling content for social media platforms,Understand use of social media for business rather than personal use,Create an extensive and customised social media strategy, specific to individual client needs,Understand how to analyse your performance and make adjustments to your strategy,How to go from being a complete beginner in the world of social media to a pro social media manager, ready to take on any client!']"
How to Improve your Memory And Learning Skills,"['Personal Development,Memory & Study Skills,Memory']","['Understand the different types of memory,Follow the different laws and principles guiding your memory,Apply a whole range of strategies to help you remember better,Assist others, regardless of age, in developing their memory and learning skills']"
Telephone Confidence: Be Super Confident on the Telephone!,"['Personal Development,Self Esteem & Confidence,Cold Calling']","['Become confident with sales calls.,Talk to anybody naturally with little to no preparation.,Eliminate fear surrounding calls of all types.,Learn how to make important and sensitive phone calls.,Learn how to stand your ground on the phone.,Learn how to sound warm and likeable on the phone.,Convince others using sales techniques over the phone.,Instantly have social leverage over the other person when using a phone.']"
Power of the Mind in Health and Healing,"['Personal Development,Personal Transformation,Meditation']","['Understand the science of mind-body medicine.,Understand the layers of consciousness of your mind and spirit and how they influence your body.,Harness the power of your conscious and subconscious mind to optimize your emotional and physical health.']"
Certified Relationship Workshop Facilitator for Life Coaches,"['Personal Development,Parenting & Relationships,Life Coach Training']","['Utilize a proven, step-by-step system with all content, outlines and materials needed to facilitate successful relationship workshops,Receive detailed activities to use with your clients, on topics such as roles, beliefs, communication, love languages, forgiveness, happiness, vision and more,Explore relationship workshop topics and forms of delivery,Learn the secrets to true, lasting, fulfilling love relationships,Understand the science and biology of love and why love and drama are addictive (and how to stop the cycles),Understand how the unconscious mind drives our relationships and how to reprogram beliefs, patterns, habits and triggers,Learn how happiness affects relationships and how to create happy relationships,Learn practical communication strategies that really work to create low-conflict, highly intimate conversations,Explore the power of forgiveness and effective strategies for letting go, as well as apologizing,Be able to teach what you learn with confidence,Enhance your coaching, speaking, or workshop business,Offer new services to current clients,Add additional sources of revenue to your bottom line,Show less']"
Law of Attraction Life Coach Certification (Accredited),"['Personal Development,Personal Transformation,Life Coach Training']","['Use prove, step-by-step processes and tools for helping their life coaching clients master the manifestation and law of attraction,Understand what the LOA REALLY is, what it’s not, how it works, and why ALLOWING is the most important “secret” to success,Help your life coaching clients take right-action, quiet a runaway mind, unlock a block,Understand the psychology and science behind the manifestation and law of attraction']"
Cryptocurrency Investing: Buy & Trade Bitcoin & Altcoins,"['Personal Development,Personal Transformation,Cryptocurrency']","['Buy Cryptocurrency with real money,Buy and Sell Bitcoin,Buy and Sell Ethereum,Invest in cryptocurrency,Understand the basics of cryptocurrency trading graphs,Understand the fundamentals of the blockchain,Understand the opportunity in investing in cryptocurrency,Understand the two main cryptocurrency investing strategies']"
The Complete Personal Development Course - 22 Courses in 1,"['Personal Development,Personal Transformation,Personal Development']","['Release Yourself From Emotional Pain And Frustration By Discovering How Emotions Really Work And How You Can Gain Greater Mastery,Breakthrough Personal Illusions And Unleash Your Hidden Potential,Gain Hidden Knowledge Of What Drives Motivation - The Master Key To Success,Discover How The “Imprint Period” Has Literally Programmed You For Life … And How To Reprogram It,How False Personas Drive The Habits And Behaviors Of Yourself And Others … Take Back Control And Free Yourself,Discover How Pain & Pleasure Rule Your Life … And The Secret Of How To Make This Work For You Instead Of Against You,Learn How Self-Image Determines What You Will And Won’t Do,And Much, Much More...! This Is Just The First Section Of The Training!']"
Life Coach Training Course: Introduction to Life Coaching,"['Personal Development,Personal Transformation,Life Coach Training']","['Understand the differences between coaching, counselling, consulting and mentoring,Know the key responsibilities of a coach,Communicate effectively,Set goals and achieve them,Effectively use SMART and TGROW coaching models,Use coaching process for the purpose of self development']"
How to Design Effective Training Programs,"['Personal Development,Career Development,Instructional Design']","['apply benchmarks to training programs,define the parameters of a training program,establish effective communication strategies with clients,understand the needs of learners,examine learning options']"
Create an Explosive Resume,"['Personal Development,Career Development,Resume and CV Writing']","['Understand the true purpose of a resume,Understand how to eliminate ""fluff"" from a resume,Develop the ability to analyze the needs of an employer, and match your resume to those needs,Learn how to appropriately format a resume and create a visually impressive document,Feel confident about the resume you have written! That confidence goes a LONG way in an interview']"
Develop Daily Self-Discipline,"['Personal Development,Personal Transformation,Self-Discipline']","['develop powerful long-term self-discipline,grow willpower and control their temptations,become a mentally stronger and tougher person,keep pushing in spite of obstacles or when motivation runs out and discomfort kicks in,change their life for the better with the power of setting proper goals and self-discipline']"
Master Class - Creative Problem Solving & Decision Making,"['Personal Development,Personal Productivity,Creativity']","['Learn how to develop Creative Thinking.,Adopt a more Creative approach in Solving problems,Learn how to accurately identify the real problem in a given situation.,Learn problem analysis best practices.,Work through the steps of problem solving and decision making.,Ensure your decisions are aligned with your strategy.,Learn to Map out the likely consequences of alternative decisions.,Enhance your abilities to minimize uncertainty and risk.']"
Tech 101: Introduction to Working in Tech,"['Personal Development,Career Development,Career Development']","['Overcome barriers to entry in the tech industry,Level up your understanding of the tech landscape,Navigate careers in tech,Become more tech savvy in your own role,This course will empower beginners and career transitioners to develop a tech mindset through a mix of lectures that will advance your tech acumen through the T']"
Cut the Time E-mail Steals from You by Half,"['Personal Development,Other Personal Development,Email Productivity Hacks']","['By the end of the course you will be able to halve the time you spend on e-mail,You’ll save energy, concentration and time lost to e-mail handling']"
Double Your Productivity: Time Management & Focus,"['Personal Development,Personal Productivity,Personal Productivity']","['Learn effective productivity strategies to get more done in less time,Set clear and ambitious goals and have strategies to achieve them,Learn techniques to stay focused and only work on the essentials,Learn to manage your time to maximize your results,Find out how successful people structure their days,Develop a positive state of mind,Set up rituals to be more effective,Practice using practical exercises to apply the training concepts,Find out how to structure your days to optimize the use of your time,Eliminate stress and fear,Learn the mindset of people who have achieved great success in their life,Show less']"
Goals: The Lifelong Project - 8 PDUs,"['Personal Development,Personal Transformation,Goal Achievement']","['Define your real goals,Identify your wants and needs,Launch a personal project for your life,Write a charter for your life,Prioritize your project goals for maximum results,Breakdown your goals into activities,Build a schedule of how to achieve your goals,Strategize your strengths, weaknesses, opportunities, and threats']"
The Authentic Confidence and Self-Esteem Masterclass,"['Personal Development,Self Esteem & Confidence,Confidence']","[""You do not need other people's approval to live a fulfilling life.,A broad range of popular modern applied psychology principles.,A process for evaluating your attitude and behavior honestly.,Be able to face life's challenges with greater confidence and ease.,Conquer social apprehension and build strong social confidence.,Implement strategies to reduce your mind's negative self-talk.,Show genuine assertiveness and confidence when communicating.,Be significantly less concerned with what other people think of you.,Become vastly more autonomous by understanding yourself better.,And much, much more.""]"
Inspirational Screenwriting. The #1 Screenwriting Course!,"['Personal Development,Creativity,Screenwriting and Scriptwriting']","['By the end of this course, you will be able to sculpt a full length feature film screenplay.']"
Mindfulness Life Coach Certification & Mindfulness Blueprint,"['Personal Development,Personal Transformation,Life Coach Training']","['Use 50+ proven, step-by-step mindfulness techniques & meditation exercises for helping their life coaching clients develop a mindfulness and meditation routine,How to implement the done-for-you 21 Day Mindfulness and Meditation Challenge with your clients,Help your life coaching clients develop a mindfulness and meditation routine and formal practice.,How to customize your mindfulness life coaching program to meet the needs of individual clients and get them results,Help your life coaching clients master their monkey mind and manage negative emotions.,Help your life coaching clients take back control and master their destiny.,Help your life coaching clients develop focused attention and live in the present moment.,Help your life coaching clients find peace of mind and stop negative self talk.,Understand the psychology of mindfulness, thoughts and emotions and the science behind why meditation is so beneficial']"
Leadership Lessons and Building high performing teams,"['Personal Development,Leadership,Leadership']",['How to become a better Leader and build long term high performing teams']
"Parenting Skills to Raise Responsible, Mature Children","['Personal Development,Parenting & Relationships,Parenting']","['Establish loving authority in your home,Create conditions to open up communication and build trust,Build an atmosphere of harmony rather than criticism, bickering, or putdowns,Resolve disagreements and conflicts constructively and without power struggles,Give up parenting habits that destroy self-esteem and weaken relationships,Teach your children to assume responsibility for their feelings and actions,Set limits and enforce discipline without being heavy-handed']"
Success: How to Set and Achieve Goals,"['Personal Development,Personal Transformation,Goal Achievement']","['Create and define goals for success,Structure goals to leverage success,Create a Goal Breakdown Structure,Map out a yearly-monthly-weekly-daily goal plan,Start doing the work for goal success,Discover inspiration in life and in goals']"
How To Keep A Healthy Brain,"['Personal Development,Personal Transformation,Brain Training']","['Understand the concept of Neurogenesis and how to use it.,Understand the three different types of activities that will stimulate or harm our neurogenesis,Practice a full range of exercises in order to stimulate new brain cell creation,Apply a simple 30 days action plan to stimulate your own neurogenesis']"
Leadership Ethics and Integrity: A Comprehensive Guide !,"['Personal Development,Leadership,Ethics']","[""Understand the deeper meaning, and implications, of Ethics, Integrity & Morality, with insights from Psychology, Anthropology, History, Philosophy, & Evolution,Learn some valuable Lessons and Strategies, to improve the Culture, Integrity, and Ethics of your Organisation's Employees and Leaders.,Learn about the environment, and conditions, that can encourage, and discourage, ethical behaviour in your team, organisation, and neighbourhood.,Understand the benefits of creating an Ethical Corporate and Social Culture.""]"
Mastering your own communication: The fundamentals,"['Personal Development,Influence,Communication Skills']","[""At the end of the 'fundamental stage' students will understand how to become more credible and confident in their own communication.,Students will also learn some really simple techniques and tools that will enable them to develop their own communication style and build their own self-confidence.""]"
Cognitive Behavioral Therapy CBT Life Coaching Certification,"['Personal Development,Happiness,CBT Cognitive Behavioral Therapy']","['Overcome self-sabotaging patterns,The most talked about CBT program on Udemy,Stop negative thinking in its track,Reprogram your mind for happiness,Become a professional in the helping industry,Be part of a thriving community of 8,000 world-wide students,Start your life coaching career,Accredited course,Empower clients and loved ones to overcome challenges,Access free, customizable coaching workbook and handouts,Provider #776727 for CPD credit']"
How to Unlock Your True Potential,"['Personal Development,Personal Transformation,Personal Development']","['They will be able to remove the inner obstacle that is holding them back,What discipline is and how to increase it,How to change habits to change your character,The #1 way to master a skill in high demand,How the conscious and the subconscious work,Proof that you are capable of becoming one of the greats in history,The system that reveals the most efficient and effective way to get something']"
Never be Lied to Again: Advanced Lie Detection Course,"['Personal Development,Personal Transformation,Lie Detection']","[""The 30-second test to check anyone’s alibi,How to tell if someone is lying in a job interview in less than one minute,How to know if your employees have been meeting with the competition,The one dead giveaway almost every liar makes when telling a story,Find out if anyone is on drugs in less than three minutes,Find out who’s stealing and whom you can trust,The four biggest mistakes most people make when trying to get a confession,How to get someone to confess when you have no leverage whatsoever,How to tell anyone's true intent in any situation by asking two simple questions,Why you should never use such phrases “tell me the truth” or “don't lie to me”""]"
Emotional Intelligence : Understand & Master your Emotions !,"['Personal Development,Leadership,Emotional Intelligence']","['Understand what Emotions are, why they evolved, and what functions they serve,Learn about the Research behind several key Emotions, and how they affect your Judgements and Decisions,Use this Research, to learn some Strategies and Techniques to manage your Emotions better, and prevent them from derailing your Judgements and Decisions!,Get an overview about how you think, judge and make decisions, and how your reason and emotion work']"
Leadership Skills Training: Become an Inspiring Leader!,"['Personal Development,Career Development,Leadership']","['Create mission statements,Manage their time effectively,Develop strategic overviews,Understand individual needs of team members,Align a coaching approach,Create effective appraisals']"
Remote Viewing Basics- Turn Intuition into Super Psychic,"['Personal Development,Personal Transformation,Remote Viewing']","['Learn to distinguish intuitive information from imagination, learn to target and gather information on a person, place, thing or event anywhere in space/time.']"
Emotional Intelligence Life Coach Certification (Accredited),"['Personal Development,Personal Transformation,Life Coach Training']","['The biological and psychological aspects of emotions (and how to teach this to your life coaching clients),How thoughts and emotions work to create your life experience (and how to teach this to your life coaching clients),How you (and your life coaching clients) can manage emotions and take back your power,How you (and your life coaching clients) can develop emotional intelligence (EQ),Coach your life coaching clients to develop self-awareness / emotional awareness,Use NLP techniques with your life coaching clients to shift their emotions,How to use emotional intelligence tools to help your coaching clients reduce stress,How to use emotional intelligence tools to help your coaching clients to increase motivation and personal power,How to use emotional intelligence tools to help your coaching clients improve interpersonal relationships,How emotional intelligence impacts almost every aspect of life']"
Screenwriting & Storytelling Blueprint: Hero's Two Journeys,"['Personal Development,Creativity,Screenwriting and Scriptwriting']","[""Master the essential elements of story for film, television and fiction,Unite the outer journey of PLOT with the inner journey of TRANSFORMATION,Achieve the single ESSENTIAL goal of all storytelling,Guarantee both commercial AND artistic success,Maximize the emotional involvement of your audiences and readers,Employ the key principles of the Hero's Journey,Identify the 5 essential turning points for any screenplay or novel,Create 3-dimensional characters using wound, belief, fear, identity and essence,Harness the power of the 7 mythical archetypes.,Recognize the Hero's Two Journeys in successful films and fiction,Define your own HERO'S JOURNEYS,Show less""]"
20 Life Hacks to Inspire You to Excel in Business & Life,"['Personal Development,Personal Transformation,Career Development']",['Have the confidence to choose a career that you are most passionate about (and set very aggressive and VERY achievable goals....#NOLIMITS).']
Master Persuasion Psychology,"['Personal Development,Influence,Psychology']","['Put together a compelling message that will effectively persuade an audience.,Understand when some techniques are persuasive and when they are not.,Know how to map out your message so that it is persuasive under the right circumstances and for the right audiences.,Know how to diagnose problems in your own persuasive messages.']"
NLP Practitioner & NLP Life Coach Certification (Accredited),"['Personal Development,Personal Transformation,Neuro-Linguistic Programming']","['Understand of how the mind works and how to shift negative emotions and limiting beliefs QUICKLY, for yourself and your clients,Be a master communicator, including body language, rapport, and persuasion,Use a toolbox of powerful, proven Neuro Linguistic Programming and life coaching tools, models, and step-by-step processes,Help clients decrease stress, release bad habits, overcome phobias, release limitations and take back control of their minds and their lives,Help clients set goals they can actually achieve by hacking the mind and navigating around predictable mental and behavioral road blocks,Create a successful NLP and life coaching practice working with clients to transform their lives,Earn an official NLP Practitioner and NLP Life Coach CERTIFICATION']"
The Complete Guide To Activating High Performance,"['Personal Development,Personal Transformation,Personal Productivity']","[""Learn cutting-edge science and bio-hacking strategies to provide you with the exact plan to take you to the next level, including a nutrient dense meal plan and full body exercise plan.,Master brain boosting exercises to instantly reduce your body's overall stress load, give you more clarity, upgrade your memory, improve your focus, and see better results in every area of your life.,Gain real world tools to recharge your life with a plan to help you lose weight, feel great, find more fulfillment in life and decrease your chances of illness or disease.,Define a crystal clear future vision for your life and experience deeper meaning and purpose in all that you do while increasing your overall happiness.""]"
Build Grit,"['Personal Development,Personal Transformation,Grit']","[""Build grit necessary for any accomplishment.,Keep going despite difficulties and setbacks.,Know when to keep going and when it's better to give up.,Develop mental toughness to handle difficult situations and persevere without losing confidence.,Avoid the most common pitfalls that lead people to giving up.""]"
Get Things Done: How To Organize Your Life And Take Action,"['Personal Development,Personal Productivity,Organization']","[""40 lectures and 3 hours of content,1 high-resolution printable reference chart of the entire Action Map System workflow,Take action on what needs done today - THIS is what it's all about!,Learn a simple daily routine for mapping out tomorrow to achieve success,Discover how to visually map out your tasks, projects, and goals for the next week to 6 months,Create, plan, and complete multi-action projects (writing a book, creating a website, planning an anniversary) easily and efficiently,Learn how to use the Action Map to capture and do small, but important tasks (check email, check Twitter, order that new watch, make appointments, etc.),Learn how to track and follow up on the people, decisions, and tasks that you're not prepared to act on right now,Manage and run your errands in the most efficient way possible (works great in households and businesses, too),Discover how to use Triggers to take action on the recurring tasks in your life (cleaning & maintaining your car or home, paying bills, posting to your blog, etc.),Master using Domains - a section of your Action Map for capturing and managing knowledge, checklists, processes, dreams, templates, documents, and more!,Learn how to use timeboxing to consistently take action and get things done,Discover the motivating effect of using Action Words on your map,Learn a simple process that keeps you life and dreams consistently moving forward,Experience the clarity and motivating force of seeing the structure of your entire life in a single glance - it's awesome!,Master a productivity system that makes sense and REALLY works!,Show less""]"
The DEFINITIVE course on Speed Reading. All techniques+hacks,"['Personal Development,Personal Productivity,Speed Reading']","['Learn all the classic speed reading methods taught by other courses.,Hack your reading speed with technology and watch your speed double!,Learn how to speed read with less effort.,Study multiple degrees while working full time and still achieve high GPAs due to your fast reading speed.,Speed read like a speed demon. On stimulants. Only faster.']"
"Success Tips: Boosting Confidence, Wealth & Productivity","['Personal Development,Personal Transformation,Personal Success']","['Define a compelling vision, set & achieve massive goals,Learn proven strategies used by successful people,Become more confident and boost your self esteem,Boost your productivity and get important things done,Learn how to handle misfortune,Learn how to turn something negative into positive,Design a powerful morning ritual,...just to name a few,Get Your Official Certificate of Completion to Boost Your Resume']"
Automotive 101: A Beginners Guide To Automotive Repair,"['Personal Development,Career Development,Car Repair']","['begin a path to the Automotive Repair Industry whether that be future online courses or through an accredited Automotive Repair Program.,have the knowledge to begin basic repairs on your own personal vehicle.']"
The Complete Job Interviewing Skills Masterclass Course,"['Personal Development,Career Development,Interviewing Skills']","['How To communicate effectively during a job interview,How to prepare for job interviews,How to follow up after job interviews,How to Increase your odds of getting a job offer,How to deal with tough questions during a job interview,Virtual interviewing for HR,Pitching yourself,Selling yourself with stories,How to discuss salary,Become a professional at job interviews']"
